TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_log,AccountBalance_log,Hour,DayOfWeek,TimeSinceLastTransaction_s,TransactionType_Credit,TransactionType_Debit,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student
680.76,21,165,1,572.97,6.524677689751602,6.3525771301453515,16,0,428945.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
420.28,35,144,1,8557.32,6.043297695748,9.054659188191701,17,2,6828584.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
417.8,27,130,1,1518.82,6.037393478996382,7.326347185775364,16,0,3451969.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
488.54,52,132,1,7486.63,6.193466174668764,8.921007604543433,17,0,609995.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
116.89,71,226,1,4880.31,4.769751986304036,8.49316890544587,16,0,12091406.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
359.51,79,157,1,7153.72,5.887519695591318,8.875527557751722,18,3,869844.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
107.48,22,129,1,591.23,4.686565824192085,6.383895072945686,18,0,345194.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
158.56,33,100,1,5401.21,5.0724200270372055,8.594563408087897,17,1,3370377.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
74.88,25,202,1,420.67,4.3291531450668135,6.044223017600605,16,2,7340257.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
611.15,27,121,1,892.83,6.416977350519924,6.795515600491903,17,4,6828400.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
173.13,20,288,1,1490.34,5.159802146691291,7.3074303236446605,16,3,4750441.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
162.63,22,113,1,634.17,5.0976077814408045,6.4538926795984475,17,0,3370377.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
637.75,79,152,1,4202.92,6.459513141517914,8.34377270232006,16,0,3622393.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
466.64,58,11,1,10915.11,6.147698769138618,9.29799495872872,16,0,3631826.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
90.88,26,284,1,7117.35,4.520483377820898,8.87043123597676,17,0,6653462.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
137.48,55,47,1,14273.42,4.930725910867953,9.566224403225917,17,0,606360.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
76.16,23,99,1,1072.25,4.345881188037528,6.97844670710467,16,1,3370377.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
243.08,24,93,1,131.25,5.497496040408414,4.8846940707384086,16,1,3370377.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
425.18,59,135,1,5790.55,6.054861792237774,8.6641552376771,16,0,518116.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
87.38,21,252,1,1504.99,4.481645699702594,7.317205768231552,18,4,958010.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
153.59,66,174,1,4813.12,5.0407764510082425,8.479308545327726,17,3,5354430.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
74.85,72,117,1,2409.73,4.328757705794541,7.78768488518269,17,0,20302509.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.91,25,269,1,225.53,5.645128825862358,5.422877386483444,17,3,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7.56,40,145,1,8528.72,2.1471001901536506,9.05131181462457,16,0,2158122.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1086.6,19,38,1,1605.67,6.991728712758316,7.381918993063181,17,0,9075721.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
838.57,41,273,1,14576.47,6.73288985600748,9.58723246512815,16,0,3018459.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
508.68,51,127,1,7708.41,6.233783077808233,8.950196939634452,16,0,505.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
34.17,54,54,1,726.55,3.5601934464858913,6.589682725206288,16,1,12789653.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
11.18,43,161,1,5956.89,2.4997952622817508,8.692471670531459,16,3,777299.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
733.29,52,94,5,10427.0,6.59890404595274,9.252249775053393,18,2,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
117.55,24,35,1,897.94,4.775334812511415,6.801216291421215,16,4,5608371.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
688.36,23,22,1,5191.13,6.535763630931512,8.554899296591268,16,4,3628602.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25.36,57,78,1,201.04,3.2718477096343066,5.308465697599852,17,0,1470995.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
304.31,27,33,1,868.61,5.72132765387195,6.768044835280899,16,2,776644.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
537.86,27,134,1,293.06,6.2894557969109135,5.683783828149511,16,1,4751513.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
31.53,25,283,1,874.93,3.48216274048526,6.775286179067724,17,2,7950653.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
94.82,67,56,1,1267.72,4.562471431454976,7.145763797190345,16,1,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8.65,48,273,1,10778.35,2.2669579153508947,9.285387545799049,17,0,6568327.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
590.57,79,93,1,3224.6,6.382780019611705,8.078874258436995,16,2,1983540.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
137.49,34,50,1,4471.05,4.930798120854626,8.405602195452218,16,2,2421991.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
927.45,24,95,1,1161.84,6.833516529046604,7.058620567817866,18,0,1043914.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
308.8,53,41,1,3966.54,5.735926927982768,8.285901534265307,16,1,12172569.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
33.46,72,111,1,3641.07,3.5397992310997837,8.200307480311524,16,0,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
427.69,43,236,1,2443.54,6.060734046996435,7.801612245149295,16,1,3107400.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
75.04,49,178,1,9648.6,4.331259517620229,9.174671742696722,17,3,10458163.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
172.92,20,212,1,416.37,5.1585954233728994,6.033973118557441,16,0,2764279.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
114.98,59,80,1,6144.68,4.7534177624482945,8.723504674950288,16,2,5615756.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
422.81,28,193,1,1929.28,6.049285241591683,7.565420349096383,16,0,1638919.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
138.11,68,104,1,4177.65,4.935264987071479,8.33774350684671,17,0,1819302.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
246.27,29,141,1,7299.86,5.5104808570190835,8.895747428416817,16,2,1379968.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
719.76,19,190,1,690.52,6.5803062108586134,6.538892073318521,17,3,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
643.22,64,93,1,1035.86,6.4680402826740995,6.9439521942939555,17,2,2934849.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
605.42,21,33,1,392.34,6.4075728153146265,5.974674377800508,16,1,3539155.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
121.91,60,133,1,14510.8,4.811452380226889,9.582717390562044,18,0,1132165.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
174.25,50,67,1,10528.34,5.166213525914699,9.261920925100991,18,0,1815279.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
427.0,49,163,1,8253.65,6.059123195581797,9.01853195690905,17,0,1202998.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
85.77,38,93,1,9146.19,4.463260939805398,9.121202007278393,18,4,955622.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10.3,47,197,1,7801.32,2.424802725718295,8.962176404349831,16,3,10189655.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
346.65,30,60,1,6356.96,5.851196226545027,8.757462850164389,16,0,2157487.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
774.48,61,31,1,11613.58,6.653482192471007,9.360016484412963,16,0,3370377.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
73.35,24,47,1,1181.84,4.308783672906164,7.075673605465348,16,0,606064.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
50.9,28,150,1,1277.7,3.949318790171843,7.153599215817122,16,0,3627645.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
250.01,62,88,1,1541.48,5.525492778975617,7.34114678973114,16,0,16935221.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,53,87,1,185.87,3.9318256327243257,5.230413187934164,18,4,3370377.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1105.88,34,36,1,2636.32,7.009300525748804,7.877518529009929,17,0,862340.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
26.27,45,177,1,8853.93,3.305787196857497,9.088729645047348,16,4,945920.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
314.52,80,229,1,7071.32,5.7542220714142704,8.863943852162558,17,0,262731.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
705.34,59,124,1,5003.22,6.560096707969994,8.518036835448514,18,1,15211873.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
69.96,28,31,1,164.12,4.262116338001324,5.106672482293198,17,0,2933404.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
103.48,32,33,1,6494.25,4.648995665528121,8.77882641951097,16,0,3370377.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
492.84,25,38,1,577.67,6.202211578085641,6.360732366904259,17,2,2597945.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
261.63,20,150,1,477.03,5.570746197537003,6.169673492028311,18,0,7692261.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
215.39,27,216,1,1582.55,5.377082335183691,7.367424441103814,16,2,1979770.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
60.11,61,122,1,7235.87,4.1126755189068245,8.886944071460348,17,0,13742146.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1228.81,26,254,1,1821.0,7.11461496488979,7.507690077819904,16,0,3370377.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
331.32,61,137,5,13054.54,5.806098360127802,9.47696784374006,17,0,9074873.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
98.54,20,167,1,9383.43,4.6005595734304086,9.14680721196038,16,4,5784857.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
291.46,57,135,1,7142.53,5.678327905183733,8.87396233091843,16,2,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
41.13,77,58,1,6067.54,3.7407600759909254,8.710873327939375,17,0,4065799.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
489.31,43,36,1,5595.22,6.1950378441253156,8.629846648808174,16,0,600055.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
126.29,19,56,1,1122.35,4.846467947882343,7.0240705713634854,18,0,8473318.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
359.65,25,289,1,219.53,5.887907958949682,5.396033740054106,17,3,3370377.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
91.77,51,174,1,9240.73,4.5301233116651805,9.131484376547716,17,2,5355615.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
353.82,42,143,1,705.75,5.871610618632502,6.5606769965737,17,0,2247528.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28.52,20,163,1,662.51,3.385067999732272,6.497543925248739,16,4,4575373.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
288.04,68,63,1,1748.02,5.666565086839385,7.466810910058997,16,3,7170789.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
603.23,28,48,1,117.98,6.403954920152899,4.7789554117597595,17,3,2812.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
589.64,62,210,1,2039.4,6.38120669475091,7.620901146048771,16,3,2413885.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
592.24,52,140,1,9817.05,6.385599038873762,9.191977807291932,16,0,2162609.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
881.1,28,16,1,9951.68,6.7823054282647215,9.205597140618988,16,0,2419019.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
263.59,71,16,1,6996.35,5.57818145807175,8.853286784932626,16,0,3370377.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
762.74,64,244,1,207.1,6.638227417110398,5.338018733399589,17,1,8558510.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
416.55,33,73,1,922.96,6.034404297599238,6.828668780661353,17,4,259619.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
180.24,58,144,1,8431.23,5.199822119798937,9.03981654744898,17,0,5095915.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1142.83,61,48,1,2467.39,7.04213755949886,7.811321395231446,17,4,952835.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
275.92,62,107,1,1777.38,5.623728655809825,7.483458116522872,18,0,5706209.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
486.61,48,130,1,2006.69,6.189515906010436,7.6047400864233,16,1,6125377.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
734.86,48,290,1,6242.03,6.601039883243949,8.739220920432226,16,4,865141.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
91.53,44,69,1,14676.05,4.527532916260939,9.594040328296137,16,0,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.82,80,60,1,5571.39,1.0367368849500223,8.625579325271563,17,3,2682206.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
514.33,25,160,1,1592.94,6.244807472153034,7.373964217487385,16,4,4315890.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
168.0,32,11,1,3498.58,5.1298987149230735,8.16039824027693,16,3,7169672.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
422.9,40,111,1,7616.43,6.049497578358592,8.938194321451052,16,0,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
126.22,46,77,4,6133.41,4.845917871250658,8.721669183001275,16,3,5702962.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
59.73,27,56,1,800.93,4.106437809909484,6.687021322261725,16,0,1556004.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
191.89,25,14,1,399.57,5.262120078236149,5.992888532758999,16,1,3110305.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
196.08,61,98,1,4233.82,5.2836097376757625,8.351096103231285,16,4,5098524.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
254.92,28,169,1,2791.12,5.544864895641263,7.9345564429013455,16,0,2070698.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
820.46,53,243,1,5621.86,6.71108324487372,8.634595710240829,16,0,3370377.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
84.89,37,70,1,4735.61,4.453067407778134,8.463076968945423,17,0,4237463.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
28.78,40,51,1,680.55,3.393837027255863,6.524369616016852,16,0,6648053.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
423.53,50,81,1,5453.4,6.050982674632389,8.604177901383638,17,3,262848.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
69.28,25,129,1,708.74,4.252487263318897,6.5648987057857005,16,0,6996452.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
350.11,74,178,1,4639.04,5.861099564682769,8.442478265872799,17,0,3370377.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
65.26,26,72,1,7380.63,4.1935863968717495,8.90674976041562,17,4,23327701.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
329.69,26,66,1,1671.66,5.801181380643333,7.422170452598661,16,0,3370377.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
90.88,18,176,1,3908.47,4.520483377820898,8.271157093919575,16,0,3628459.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
278.27,29,123,1,6684.34,5.632179055796509,8.807672348377341,16,0,4233546.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
66.5,32,144,1,6820.23,4.212127597878484,8.827795086482217,16,3,2073421.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
147.46,65,205,1,7458.03,5.000315561689401,8.917180657933937,16,3,13911209.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
39.31,25,178,1,1236.38,3.6965995771290743,7.120751520044011,17,0,1556790.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
262.06,63,118,1,13587.52,5.572382143040633,9.51698059760917,16,0,3370377.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
277.02,46,227,1,8586.38,5.6276930535489464,9.058048962633844,16,0,5443653.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18.46,68,213,1,6381.6,2.968361076757859,8.761330816834654,16,0,605546.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
107.48,20,103,1,1379.39,4.686565824192085,7.230121346920587,17,1,3370377.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
398.36,22,56,1,1863.7,5.9898632657410085,7.530855461230048,16,1,12093222.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1664.33,18,65,1,1588.31,7.417778580974074,7.371055238761253,17,0,7777159.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
129.48,31,179,1,7581.7,4.871219958312758,8.933624615739774,16,0,3370377.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
11.18,53,144,1,7467.3,2.4997952622817508,8.918422675252728,16,0,1814925.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
116.97,18,299,1,729.7,4.770430354853751,6.594002978797172,16,2,11664806.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
390.35,64,61,1,7095.88,5.969602300250847,8.867410529829122,18,1,6572632.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
101.19,64,75,1,14389.45,4.626833825624118,9.574320071108934,18,2,5529715.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1192.95,23,73,1,325.15,7.08502241702882,5.787357398242105,18,0,431479.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
520.86,51,66,1,9200.74,6.2573993526770755,9.127147875589008,16,0,3370377.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
384.41,60,65,1,7831.56,5.9543077027116285,8.966044683186409,16,0,2420667.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
76.89,55,132,1,7374.26,4.355297574931857,8.905886434823893,17,2,1990588.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
348.17,21,181,1,1887.84,5.855558909621995,7.543718163014239,17,2,394.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
251.4,57,178,1,2561.67,5.5310151306670585,7.848804962709581,16,2,4834538.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
211.1,57,136,1,7059.77,5.357057861570636,8.862309389695923,16,3,6134799.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
456.93,28,193,1,7284.76,6.126716334005255,8.893677037141268,16,1,1034385.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
363.84,73,118,3,5415.64,5.899458901311958,8.597230976000732,17,3,1992187.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
356.1,26,187,1,868.35,5.878015854600402,6.7677458059737985,16,2,513119.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
239.85,70,50,1,1477.63,5.48417433307623,7.298871262380177,16,3,3370377.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
341.67,53,96,5,1442.29,5.836767884926147,7.274680508783035,16,0,3371252.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
248.76,21,117,1,6178.77,5.520500456767122,8.729036332930693,18,0,1217189.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1020.73,28,87,1,1119.61,6.92925254799296,7.021628458882193,16,0,10878613.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
43.91,27,86,1,1806.68,3.8046604870996465,7.499799534136898,18,3,2080157.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
52.23,28,96,1,105.01,3.974622147184666,4.663533429285006,18,0,2158616.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
467.13,54,45,1,3914.84,6.14874603512232,8.272785144797304,17,3,1465807.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
582.17,57,135,1,7310.83,6.368478739042131,8.89724886341076,16,3,6043461.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
388.21,53,237,1,9724.49,5.964119043712501,9.182505552821448,16,1,1039030.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40.57,26,63,1,1476.91,3.727378753264546,7.298384206555305,17,0,3370377.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
